video_id,title,url
naTLI8RqvCg,The Old Staff Came with Gratitude... | Hardcore Pawn | Season 2 Episode 8,https://www.youtube.com/watch?v=naTLI8RqvCg
Rn1BQuULP1o,Hardcore Pawn Greatest Moments Part 3 [1080p HD],https://www.youtube.com/watch?v=Rn1BQuULP1o
CYyRfw4f6oc,Michael Jackson Memorabilia Clash! | Hardcore Pawn | Full Episode | S4 E4,https://www.youtube.com/watch?v=CYyRfw4f6oc
bSmVeEpr7s8,The Family Sales Competition! | Hardcore Pawn | Season 11 | Episode 7,https://www.youtube.com/watch?v=bSmVeEpr7s8
CR6huRbBlBk,Incredibly Rare 1981 Bradley Electric Car Visits The Store! | Hardcore Pawn | Season 12 | Episode 3,https://www.youtube.com/watch?v=CR6huRbBlBk
gdp_X5QVIzs,Rematch: Ashley Vs Tressa! | Hardcore Pawn | Season 5 | Episode 5,https://www.youtube.com/watch?v=gdp_X5QVIzs
4VD2StP70qQ,Most Unusual Pawn Ever | Hardcore Pawn,https://www.youtube.com/watch?v=4VD2StP70qQ
YBEo6k6TSUg,Ashley Returns with a Vengeance and Les Drops the Hammer | Hardcore Pawn | Full Episode | S6 E8,https://www.youtube.com/watch?v=YBEo6k6TSUg
rerAbj4ZeXY,Old Jackson 5 Memorabilia Lights Up Seth! | Hardcore Pawn | Season 4 | Episode 4,https://www.youtube.com/watch?v=rerAbj4ZeXY
upX8KoVS7Hk,Alien Device Sparks Out-of-This-World Pawn Shop Chaos | Hardcore Pawn | Full Episode | S2 E1,https://www.youtube.com/watch?v=upX8KoVS7Hk
UPu_fF-SOK4,Les Gold Catches Employee Stealing! | Hardcore Pawn,https://www.youtube.com/watch?v=UPu_fF-SOK4
eZQLxtWlc30,Hardcore Pawn FUNNIEST Moments Part 1 (HD 1080p),https://www.youtube.com/watch?v=eZQLxtWlc30
bIl8xVOU6Vc,Hardcore Pawn - Argument occurs when a guy tries to sell golf clubs,https://www.youtube.com/watch?v=bIl8xVOU6Vc
